dx,dy,dz
-0.131718,-0.369329,-0.919917
0.273319,-0.675941,-0.684398
0.107894,-0.852362,-0.511701
0.104091,-0.275352,-0.955691
0.146447,0.205651,-0.967606
0.038575,0.722038,-0.690777
-0.613915,0.297617,-0.731117
0.260353,-0.134394,-0.956114
-0.935413,0.329664,-0.127768
0.121497,0.748094,-0.652376
-0.238326,0.947480,-0.213264
-0.137657,-0.809062,-0.571375
0.887610,0.022698,-0.460036
0.278829,0.083158,-0.956734
0.599950,0.554239,-0.576957
-0.065732,-0.594733,-0.801232
0.140408,0.401071,-0.905222
0.008590,-0.039867,-0.999168
-0.882902,-0.087482,-0.461337
-0.567379,0.771928,-0.286718
-0.243872,0.569086,-0.785281
-0.055014,0.028819,-0.998070
-0.015360,-0.006712,-0.999859
-0.561701,-0.758457,-0.330507
0.174482,0.860008,-0.479522
-0.953998,-0.036189,-0.297622
0.649622,-0.251200,-0.717559
0.721832,-0.336928,-0.604515
0.598558,0.758777,-0.256875
0.264373,0.072220,-0.961713
0.365857,-0.140664,-0.919980
-0.858075,-0.326741,-0.396166
0.779678,0.490539,-0.389196
0.135308,-0.777348,-0.614346
0.255644,0.820412,-0.511440
-0.205317,-0.016751,-0.978552
-0.282863,-0.025711,-0.958816
0.633942,0.758366,-0.151654
-0.793701,-0.312750,-0.521752
0.019414,0.154584,-0.987789
0.379346,0.799647,-0.465468
-0.847988,-0.082393,-0.523571
0.072884,-0.511772,-0.856024
-0.165083,-0.178236,-0.970041
-0.658720,-0.719402,-0.220338
-0.348710,-0.526806,-0.775163
-0.574781,0.696597,-0.429394
0.772989,0.099913,-0.626502
-0.112189,0.015307,-0.993569
-0.397090,-0.645178,-0.652737
-0.099497,0.103191,-0.989673
-0.552676,0.585523,-0.593053
0.077824,-0.724913,-0.684430
0.618353,-0.588134,-0.521285
-0.493037,-0.434388,-0.753805
-0.601249,0.457802,-0.654918
0.811135,0.414870,-0.412240
0.426412,0.532171,-0.731415
0.726159,-0.059283,-0.684966
0.622866,0.321635,-0.713154
-0.493020,0.126782,-0.860731
0.531917,0.162575,-0.831043
-0.022760,0.174209,-0.984446
-0.575070,0.644628,-0.503736
0.578627,0.165532,-0.798617
-0.478387,0.118765,-0.870081
0.246559,0.012752,-0.969044
-0.398958,0.420239,-0.815004
-0.729629,0.154117,-0.666250
-0.026283,-0.626561,-0.778929
-0.329196,0.335554,-0.882629
-0.768086,0.477984,-0.426116
-0.052473,0.141827,-0.988500
-0.295011,0.788147,-0.540178
0.003770,-0.489487,-0.872003
0.186568,-0.762654,-0.619315
0.166442,0.217280,-0.961814
0.395333,-0.347519,-0.850260
0.550718,0.453885,-0.700498
0.592681,-0.630749,-0.500885
-0.202275,0.100254,-0.974184
-0.430837,-0.578335,-0.692754
0.181825,0.013201,-0.983242
-0.234150,0.036773,-0.971505
-0.430112,-0.845077,-0.317567
0.389014,-0.765021,-0.513236
0.607629,0.383511,-0.695490
0.058717,0.651908,-0.756021
-0.070309,0.080414,-0.994279
0.063711,-0.344389,-0.936663
0.204575,0.918325,-0.338862
-0.392518,-0.462369,-0.795075
-0.189494,-0.813769,-0.549429
-0.650084,0.246962,-0.718610
0.109868,0.249280,-0.962179
-0.703764,0.271333,-0.656578
0.027467,-0.060614,-0.997783
-0.338292,-0.600152,-0.724828
0.712756,0.572603,-0.405098
0.671376,0.455066,-0.584952
-0.130658,-0.222481,-0.966142
0.009075,0.015496,-0.999839
0.227985,-0.763403,-0.604350
-0.479074,0.029731,-0.877271
-0.268481,0.905775,-0.327857
0.760413,-0.004911,-0.649421
0.347017,-0.002545,-0.937855
0.673282,-0.170641,-0.719426
0.758820,-0.492562,-0.426116
0.008168,0.035017,-0.999353
-0.755264,-0.144018,-0.639402
-0.939017,0.104643,-0.327563
0.106606,0.284068,-0.952859
0.275303,0.641034,-0.716439
0.508687,0.614027,-0.603497
-0.358359,-0.375290,-0.854831
0.126246,0.339039,-0.932263
0.782783,0.598541,-0.170293
0.214740,-0.627830,-0.748142
0.472038,0.329366,-0.817740
-0.082810,-0.427108,-0.900401
0.088361,0.385964,-0.918273
-0.064799,0.294071,-0.953584
-0.078454,-0.706166,-0.703686
-0.400062,-0.554629,-0.729615
-0.123246,-0.519549,-0.845505
0.191096,0.142736,-0.971138
-0.534286,-0.030980,-0.844736
0.097692,-0.788073,-0.607781
-0.028944,0.029600,-0.999143
0.178772,-0.841830,-0.509277
-0.165930,0.433855,-0.885571
-0.755125,0.632560,-0.172206
0.150946,0.260936,-0.953482
-0.390707,0.587247,-0.708864
0.653571,-0.558559,-0.510742
-0.338324,0.413997,-0.845070
0.097711,0.824484,-0.557386
0.584035,0.541605,-0.604622
-0.325901,0.797391,-0.507894
0.396440,-0.264869,-0.879022
-0.128520,0.460690,-0.878207
-0.567959,-0.543291,-0.618269
-0.041541,-0.026608,-0.998782
0.568566,-0.059499,-0.820483
-0.152422,0.508084,-0.847714
0.463656,0.867476,-0.180304
-0.770616,-0.292664,-0.566126
-0.682796,0.037034,-0.729670
-0.316415,-0.229458,-0.920451
-0.032845,0.245172,-0.968923
0.246695,0.864121,-0.438675
-0.807674,0.157770,-0.568130
0.005171,0.081301,-0.996676
-0.231991,0.253102,-0.939212
0.120857,0.303838,-0.945027
0.190946,-0.118699,-0.974397
0.446105,-0.776518,-0.444983
0.206207,0.827989,-0.521454
-0.110148,-0.962054,-0.249639
-0.671552,-0.671916,-0.312323
-0.163034,0.959650,-0.229113
0.327459,-0.087459,-0.940809
0.379246,-0.580440,-0.720598
0.223212,0.490824,-0.842181
0.509522,-0.760648,-0.402245
-0.390095,0.149100,-0.908622
0.061891,0.167232,-0.983973
0.424279,-0.442926,-0.789812
0.087055,0.260155,-0.961634
0.438842,0.356586,-0.824781
-0.635340,-0.475075,-0.608808
0.421718,-0.037027,-0.905971
0.208562,-0.049400,-0.976761
0.977423,0.018442,-0.210485
0.687402,-0.471511,-0.552408
0.249844,-0.142351,-0.957765
-0.632570,-0.543912,-0.551375
0.848957,0.097768,-0.519339
0.120590,0.597619,-0.792659
-0.737718,0.028454,-0.674509
-0.001049,0.000603,-0.999999
0.028559,-0.505642,-0.862270
-0.380527,-0.617552,-0.688352
-0.845760,0.198208,-0.495383
-0.303112,-0.840395,-0.449288
0.356456,0.165395,-0.919556
0.414073,0.687275,-0.596822
0.146229,0.941603,-0.303317
-0.683980,-0.566909,-0.459114
0.469592,0.829847,-0.301393
-0.516970,-0.281088,-0.808537
0.550857,0.307502,-0.775886
-0.085687,0.061983,-0.994392
0.155458,-0.705727,-0.691218
-0.299111,0.725029,-0.620375
-0.016901,0.195882,-0.980482
0.169064,-0.222287,-0.960211
-0.007997,0.022631,-0.999712
0.011546,-0.026879,-0.999572
0.864261,-0.159154,-0.477203
0.070046,-0.240562,-0.968103
-0.358819,-0.808585,-0.466303
-0.283128,0.196419,-0.938754
0.239858,-0.549447,-0.800360
0.104538,-0.693597,-0.712738
-0.063279,-0.082193,-0.994606
0.022119,-0.011086,-0.999694
-0.039543,0.619345,-0.784123
0.824366,-0.314288,-0.470791
0.152742,0.670273,-0.726226
0.806870,0.349006,-0.476608
0.089587,-0.110264,-0.989857
-0.012778,-0.057293,-0.998276
-0.680397,-0.629336,-0.375494
0.013111,0.004825,-0.999902
-0.528839,-0.052059,-0.847124
0.781747,-0.543632,-0.305509
-0.722539,-0.019491,-0.691055
0.135324,0.376912,-0.916310
0.581961,0.133884,-0.802120
0.076967,-0.340855,-0.936960
0.613513,-0.308785,-0.726811
-0.512882,-0.683486,-0.519421
0.120968,0.051223,-0.991334
-0.145955,0.377734,-0.914338
0.019607,0.022124,-0.999563
-0.626542,0.506911,-0.592019
0.722829,0.650041,-0.234446
-0.761188,-0.288955,-0.580601
-0.104130,0.008246,-0.994530
0.125764,-0.536446,-0.834511
-0.385207,0.353126,-0.852594
-0.792160,-0.254811,-0.554575
-0.686698,0.622039,-0.376183
0.122818,-0.153833,-0.980434
-0.076383,-0.172898,-0.981974
0.641214,0.204904,-0.739499
-0.592348,-0.263159,-0.761492
-0.906557,0.092985,-0.411713
-0.503818,0.680234,-0.532399
0.448385,-0.799029,-0.400628
0.079140,0.820620,-0.565968
-0.012926,-0.005111,-0.999903
-0.338776,-0.148537,-0.929068
0.386657,-0.012985,-0.922132
0.519984,0.074649,-0.850908
-0.069220,0.328384,-0.942005
-0.495548,0.009773,-0.868526
0.645000,-0.112448,-0.755864
-0.147820,0.227666,-0.962454
-0.505768,0.363358,-0.782413
-0.441054,0.042413,-0.896478
-0.097502,-0.109190,-0.989227
-0.112126,0.449855,-0.886035
0.394085,0.235046,-0.888510
-0.355923,-0.788474,-0.501625
-0.220900,0.364325,-0.904694
-0.336307,-0.494817,-0.801283
0.615721,-0.398422,-0.679814
-0.048363,-0.010378,-0.998776
0.468490,0.853356,-0.228695
0.156086,-0.131013,-0.979016
0.338745,0.331279,-0.880628
-0.179040,0.171649,-0.968752
0.804141,-0.300833,-0.512695
0.062956,0.605071,-0.793679
0.090487,0.663962,-0.742271
0.006757,0.149680,-0.988711
-0.364995,0.634050,-0.681732
0.111192,-0.089449,-0.989765
0.846456,0.179827,-0.501172
0.135004,0.044021,-0.989867
0.190882,0.725753,-0.660944
0.240327,-0.894848,-0.376151
-0.205962,-0.277105,-0.938506
-0.483985,0.854010,-0.190853
-0.776860,0.143262,-0.613160
0.140673,-0.915238,-0.377559
-0.200295,0.252644,-0.946601
-0.076780,-0.364335,-0.928097
-0.066215,0.725336,-0.685203
-0.378929,0.073555,-0.922498
-0.019531,-0.115831,-0.993077
0.006608,-0.008588,-0.999941
0.610469,0.010198,-0.791975
0.056541,-0.080143,-0.995178
0.942473,0.203050,-0.265548
-0.517225,0.043373,-0.854750
-0.271169,-0.811566,-0.517520
0.068709,-0.340326,-0.937794
-0.079800,0.730214,-0.678542
0.755992,-0.419313,-0.502646
0.107436,0.969518,-0.220210
-0.168298,-0.054260,-0.984242
0.341725,-0.687117,-0.641166
0.683287,0.546437,-0.484279
-0.133784,-0.577673,-0.805230
-0.296080,0.793101,-0.532284
-0.246891,0.928546,-0.277214
0.001294,-0.001104,-0.999999
-0.034308,0.320917,-0.946486
0.890635,-0.070937,-0.449151
0.860693,0.182419,-0.475322
0.752051,0.017065,-0.658884
0.306809,-0.870755,-0.384257
-0.122297,0.674819,-0.727779
-0.268324,-0.031523,-0.962813
-0.180739,0.004446,-0.983521
-0.691845,-0.447127,-0.566946
-0.166312,0.264260,-0.950004
0.094246,-0.075966,-0.992646
0.388079,-0.746757,-0.540137
0.867837,0.007660,-0.496789
-0.808255,-0.085346,-0.582615
0.046993,-0.267945,-0.962288
0.068928,0.411693,-0.908712
-0.176885,0.592815,-0.785673
-0.573506,-0.531034,-0.623774
0.007595,0.033175,-0.999421
-0.124321,-0.536202,-0.834884
-0.020710,-0.113416,-0.993332
0.657524,-0.112937,-0.744921
0.198000,-0.017807,-0.980040
-0.356202,0.208569,-0.910834
0.344067,-0.194442,-0.918592
0.561875,-0.224325,-0.796225
0.218612,0.303487,-0.927418
-0.174006,0.229583,-0.957608
-0.355655,-0.375037,-0.856070
-0.273615,-0.049375,-0.960571
-0.221671,0.754945,-0.617187
-0.099129,-0.119991,-0.987814
0.407678,-0.614810,-0.675135
0.612058,-0.400924,-0.681649
0.011302,-0.044179,-0.998960
0.714987,-0.462886,-0.523956
-0.029298,-0.204446,-0.978439
0.119744,-0.171569,-0.977868
0.119459,0.665167,-0.737077
-0.208039,0.612642,-0.762489
-0.081872,-0.342426,-0.935971
0.885796,0.017643,-0.463740
0.016698,0.121415,-0.992461
0.069422,0.176475,-0.981854
0.417020,0.260273,-0.870834
-0.726943,0.085654,-0.681335
0.631032,-0.157217,-0.759659
0.223346,0.610251,-0.760073
-0.344505,0.641732,-0.685198
-0.590110,0.597696,-0.542706
-0.372271,-0.159339,-0.914344
0.776986,0.128281,-0.616310
-0.159557,-0.428955,-0.889123
-0.026628,0.099188,-0.994712
-0.072191,0.148228,-0.986315
-0.196522,0.036903,-0.979805
-0.088645,0.162285,-0.982754
-0.693467,-0.295396,-0.657149
0.014713,0.014542,-0.999786
-0.048926,-0.962716,-0.266053
0.200650,-0.401358,-0.893673
-0.023752,0.010218,-0.999666
0.056287,0.929949,-0.363355
0.265775,0.438968,-0.858295
-0.398304,0.077929,-0.913937
-0.050657,-0.955787,-0.289663
-0.729339,-0.547841,-0.409799
-0.748674,0.332355,-0.573609
-0.207648,0.006039,-0.978185
-0.036869,0.823271,-0.566449
0.063880,0.089520,-0.993934
-0.070525,0.220121,-0.972920
0.707545,-0.123904,-0.695721
0.846864,0.190738,-0.496427
-0.084451,-0.389429,-0.917177
-0.117177,-0.566625,-0.815601
-0.113839,0.220922,-0.968625
-0.698118,0.166570,-0.696337
-0.056259,-0.279430,-0.958516
-0.626954,0.059797,-0.776758
-0.853913,0.206793,-0.477567
-0.078595,0.549688,-0.831664
0.407784,-0.327552,-0.852304
-0.158630,0.061264,-0.985436
-0.272175,0.213440,-0.938277
-0.648565,0.663988,-0.372134
-0.466855,-0.671534,-0.575403
0.174694,-0.015788,-0.984496
-0.382690,-0.532667,-0.754860
-0.024699,-0.750546,-0.660357
0.298815,0.233641,-0.925268
0.213092,0.818018,-0.534264
0.119274,-0.166573,-0.978789
0.413303,0.365557,-0.833996
-0.854480,-0.171781,-0.490260
-0.787113,0.476674,-0.391452
-0.739550,-0.234863,-0.630797
-0.097057,-0.022969,-0.995014
-0.269848,0.722854,-0.636132
-0.172466,0.262680,-0.949344
-0.034103,-0.712337,-0.701008
0.535792,-0.504003,-0.677428
-0.001802,0.020313,-0.999792
-0.235423,-0.154451,-0.959542
0.404599,0.105860,-0.908347
-0.031379,-0.076669,-0.996563
0.570995,0.241095,-0.784753
0.832836,0.125899,-0.539011
-0.032570,-0.708809,-0.704649
-0.273127,0.892496,-0.358960
-0.225560,0.043141,-0.973274
-0.417963,0.102769,-0.902632
-0.655067,-0.741487,-0.145206
-0.012700,0.984922,-0.172530
0.109622,0.036480,-0.993304
-0.743150,0.444806,-0.499877
0.877500,0.276849,-0.391598
0.002852,-0.071664,-0.997425
0.128239,-0.021606,-0.991508
-0.775294,0.044019,-0.630064
-0.047883,-0.141583,-0.988768
-0.287648,0.592427,-0.752522
-0.149258,0.732729,-0.663950
0.532213,-0.754583,-0.383867
-0.368792,0.295292,-0.881360
-0.389228,-0.167068,-0.905864
-0.027263,-0.432804,-0.901076
0.155189,-0.040298,-0.987063
-0.395710,0.431108,-0.810900
0.585016,0.059876,-0.808808
-0.158049,0.043794,-0.986460
0.078905,-0.594666,-0.800091
-0.966072,-0.101417,-0.237529
0.139474,0.855242,-0.499107
-0.949135,-0.187589,-0.252889
0.644854,0.070312,-0.761065
0.891365,-0.239526,-0.384832
-0.213171,-0.318135,-0.923769
0.241912,-0.629088,-0.738733
-0.576925,0.733791,-0.358760
0.069233,0.787197,-0.612803
0.336416,-0.207987,-0.918459
0.700428,-0.316788,-0.639567
-0.020966,0.015095,-0.999666
0.408317,-0.365874,-0.836309
0.262741,-0.652696,-0.710602
0.983115,-0.050204,-0.175968
0.088271,-0.058102,-0.994401
-0.625856,0.195166,-0.755126
0.323211,-0.386639,-0.863739
0.032370,-0.495300,-0.868118
0.837708,-0.411070,-0.359537
0.464775,0.672204,-0.576304
0.945080,0.045937,-0.323594
-0.904043,0.237212,-0.355580
0.482236,-0.240711,-0.842322
0.209998,-0.247209,-0.945933
-0.611171,0.417589,-0.672375
-0.042250,0.799863,-0.598694
-0.815213,0.131818,-0.563961
0.359943,-0.078881,-0.929634
0.783211,0.470009,-0.407028
0.398919,0.093094,-0.912249
0.800693,-0.538331,-0.262851
0.617937,-0.569441,-0.542117
0.480615,-0.145789,-0.864728
-0.265318,-0.237069,-0.934561
0.619499,0.403315,-0.673468
-0.515208,-0.745138,-0.423474
0.760302,-0.213113,-0.613615
0.084354,0.684874,-0.723762
0.477296,0.852875,-0.211642
-0.794079,-0.040871,-0.606439
-0.295127,0.750413,-0.591423
0.771535,0.454392,-0.445265
-0.716316,0.286501,-0.636246
-0.347688,-0.674094,-0.651698
-0.312851,-0.036444,-0.949103
0.099361,-0.196217,-0.975513
-0.480101,0.074710,-0.874026
-0.247482,-0.049665,-0.967619
-0.396353,-0.656513,-0.641790
0.670796,0.659510,-0.339234
-0.142377,0.107032,-0.984009
-0.005436,0.038123,-0.999258
0.111772,0.426462,-0.897573
-0.250822,-0.266924,-0.930505
0.137788,-0.902491,-0.408074
-0.194229,0.570765,-0.797811
-0.546656,-0.180228,-0.817732
0.089818,0.086953,-0.992155
0.481762,-0.805922,-0.344086
-0.612310,-0.328002,-0.719369
0.575382,-0.357812,-0.735463
-0.016217,0.687637,-0.725874
0.137323,0.966815,-0.215431
0.084091,0.172078,-0.981488
0.083967,0.128714,-0.988121
0.620874,0.107503,-0.776504
0.527167,-0.409463,-0.744604
0.062706,0.189117,-0.979950
-0.295373,-0.191805,-0.935930
0.069881,0.225030,-0.971843
0.379638,-0.413682,-0.827491
-0.084669,-0.569614,-0.817540
0.199873,-0.121975,-0.972200
-0.741057,0.333620,-0.582694
0.376000,-0.257730,-0.890056
-0.345980,0.219405,-0.912228
0.436306,0.850921,-0.292524
-0.358722,-0.203830,-0.910918
-0.039084,0.494782,-0.868138
0.118289,-0.251448,-0.960615
0.386672,0.081291,-0.918628
0.283508,0.761800,-0.582481
0.016395,0.021841,-0.999627
-0.212601,-0.153413,-0.965021
-0.835895,0.347364,-0.424991
0.185137,-0.390374,-0.901850
0.769794,0.471645,-0.430080
0.134524,0.155160,-0.978687
-0.788574,0.591938,-0.166613
-0.017764,-0.021110,-0.999619
-0.068490,0.078940,-0.994524
0.389543,-0.293615,-0.872953
0.151198,-0.839912,-0.521237
0.035590,0.005530,-0.999351
0.398167,0.444638,-0.802347
0.889487,0.277354,-0.363163
-0.632928,0.160507,-0.757390
0.304044,0.886036,-0.349997
-0.619824,-0.017801,-0.784539
0.125854,-0.145303,-0.981350
-0.797375,-0.494138,-0.346441
0.692696,-0.254988,-0.674650
-0.487327,-0.116539,-0.865408
-0.562827,0.440614,-0.699347
-0.277993,-0.153686,-0.948209
0.289240,0.442698,-0.848739
0.839706,0.532750,-0.105217
-0.000445,-0.083954,-0.996470
-0.228596,0.849505,-0.475484
-0.288282,0.178272,-0.940804
-0.220925,0.718459,-0.659552
0.921795,0.084888,-0.378269
-0.725253,0.358978,-0.587489
0.923731,-0.229255,-0.306859
-0.103085,0.561688,-0.820902
0.262369,-0.714340,-0.648753
0.429233,0.371850,-0.823096
-0.360111,-0.234017,-0.903081
-0.489450,0.590849,-0.641355
-0.168814,0.561711,-0.809927
0.118774,0.617440,-0.777600
0.048892,-0.929918,-0.364502
-0.159920,0.630215,-0.759773
0.045772,0.089267,-0.994955
0.332930,0.185432,-0.924539
0.739604,-0.004627,-0.673026
-0.742455,0.516903,-0.426112
0.464240,0.086090,-0.881515
0.005621,0.376662,-0.926334
-0.250465,-0.379336,-0.890714
0.239624,0.032542,-0.970320
-0.065850,0.217540,-0.973828
0.960275,-0.002222,-0.279048
-0.231528,-0.249368,-0.940325
-0.211983,-0.395127,-0.893833
0.017830,0.123970,-0.992126
-0.174232,-0.711986,-0.680235
0.018687,0.010776,-0.999767
-0.739309,0.523654,-0.423330
0.068697,0.009000,-0.997597
-0.201878,0.935271,-0.290712
-0.944330,0.253511,-0.209699
-0.638864,-0.703457,-0.311449
0.681423,0.394982,-0.616160
-0.292147,-0.892342,-0.344057
0.117616,0.208895,-0.970840
0.391804,0.282702,-0.875540
0.715306,0.335354,-0.613086
-0.043564,0.419228,-0.906835
0.969730,0.111400,-0.217289
-0.010761,-0.000422,-0.999942
0.718092,0.000492,-0.695948
0.138130,0.596486,-0.790648
0.135849,-0.960862,-0.241432
-0.077019,-0.068405,-0.994680
-0.752283,-0.480532,-0.450732
0.682842,-0.392419,-0.616225
-0.072844,0.475541,-0.876672
0.237019,0.729309,-0.641818
0.707807,-0.057218,-0.704085
-0.861643,-0.262211,-0.434531
-0.452343,-0.056846,-0.890030
-0.283636,0.707888,-0.646873
-0.240319,-0.817307,-0.523694
0.644602,-0.550410,-0.530601
0.186238,0.520028,-0.833598
-0.340300,-0.185020,-0.921935
-0.618467,0.526577,-0.583279
0.239492,0.296484,-0.924522
-0.009870,0.174749,-0.984564
0.447594,0.830107,-0.332538
-0.524588,0.627288,-0.575601
-0.717281,0.541797,-0.438136
-0.336439,0.114127,-0.934764
0.420580,0.325308,-0.846928
-0.460430,-0.255963,-0.849992
-0.093577,0.026800,-0.995251
-0.240676,-0.880607,-0.408173
0.279186,0.919524,-0.276642
-0.402075,-0.249713,-0.880896
-0.156670,-0.018047,-0.987486
0.044766,-0.266640,-0.962756
-0.035474,0.873532,-0.485472
0.203681,-0.821384,-0.532769
0.151356,-0.726426,-0.670370
-0.006646,-0.010175,-0.999926
-0.093194,0.971703,-0.217045
-0.223403,0.364612,-0.903963
0.113669,-0.505875,-0.855084
0.319586,0.688373,-0.651158
0.102725,-0.627761,-0.771598
0.699159,-0.108128,-0.706742
0.120608,0.390474,-0.912679
-0.336286,0.495828,-0.800666
0.100313,0.199261,-0.974799
0.014500,0.173474,-0.984732
0.912087,-0.369677,-0.177302
0.005214,-0.194380,-0.980912
0.866028,0.254323,-0.430483
-0.582430,-0.112567,-0.805049
0.712254,0.507428,-0.484985
0.477377,0.327539,-0.815371
-0.601010,0.035620,-0.798447
0.307082,0.017556,-0.951521
-0.714747,-0.664872,-0.216984
0.532730,-0.647649,-0.544748
-0.383114,0.596003,-0.705694
-0.200602,0.485831,-0.850722
-0.302609,-0.473939,-0.826928
0.745367,0.510883,-0.428283
-0.732359,-0.646373,-0.214133
-0.015410,0.965486,-0.259997
-0.076543,0.216970,-0.973173
0.802704,-0.581619,-0.131856
0.232428,0.350962,-0.907085
-0.024779,0.010902,-0.999634
-0.096418,-0.703854,-0.703771
0.100073,-0.382857,-0.918371
-0.264437,-0.859760,-0.436905
-0.734359,-0.551518,-0.395657
-0.753067,-0.466345,-0.464125
-0.355762,-0.284716,-0.890152
-0.712018,-0.655321,-0.252160
0.220393,0.700637,-0.678627
-0.751361,-0.027616,-0.659313
-0.216294,-0.084456,-0.972668
-0.158454,0.254795,-0.953924
-0.883377,0.178485,-0.433345
0.651327,-0.094405,-0.752901
0.076967,-0.298005,-0.951456
-0.149546,0.244494,-0.958049
-0.507644,-0.701472,-0.500235
0.658902,-0.099436,-0.745628
0.104241,0.731810,-0.673489
0.101879,0.252016,-0.962345
0.437265,-0.818709,-0.372176
-0.891807,0.034519,-0.451096
-0.003082,-0.888588,-0.458696
0.273622,-0.918967,-0.283954
-0.458380,-0.331529,-0.824607
0.670955,-0.498606,-0.548828
0.612479,-0.460829,-0.642267
-0.545814,-0.279486,-0.789921
-0.635494,-0.503505,-0.585346
-0.405988,0.185638,-0.894825
0.151857,0.405130,-0.901559
-0.921381,0.154871,-0.356472
-0.079739,0.058797,-0.995080
-0.009355,-0.060817,-0.998105
-0.203004,0.275638,-0.939581
-0.572846,-0.722221,-0.387613
0.548052,0.228833,-0.804534
-0.633911,0.231400,-0.737978
0.057734,-0.059300,-0.996569
0.305807,-0.182718,-0.934396
0.036842,0.037417,-0.998620
0.223542,0.126824,-0.966408
0.032661,-0.008945,-0.999426
0.083054,-0.958157,-0.273929
0.325621,-0.900176,-0.289230
-0.685957,0.172295,-0.706949
0.036793,0.000445,-0.999323
0.249387,0.150387,-0.956656
0.174073,-0.466849,-0.867036
-0.255088,0.428330,-0.866870
-0.700106,-0.079951,-0.709549
0.301241,0.204974,-0.931257
-0.405270,-0.769075,-0.494247
0.019268,0.135312,-0.990616
0.855109,-0.001002,-0.518447
0.741934,0.008867,-0.670414
-0.264449,0.791907,-0.550409
-0.410667,0.663129,-0.625789
0.233996,0.552476,-0.800010
0.007947,-0.010309,-0.999915
0.781546,0.345980,-0.519119
0.446175,0.637213,-0.628400
0.865009,-0.111209,-0.489278
0.127472,-0.235655,-0.963441
0.401785,0.871879,-0.279993
0.230991,0.140062,-0.962822
0.314741,0.605308,-0.731123
0.200580,-0.115263,-0.972873
-0.175172,0.880482,-0.440529
0.302707,0.672861,-0.675001
-0.737521,0.376545,-0.560604
-0.088042,0.113811,-0.989594
-0.248281,0.925273,-0.286753
0.032413,-0.054157,-0.998006
0.123962,0.277541,-0.952683
-0.572398,-0.463505,-0.676405
-0.673234,-0.200479,-0.711733
0.469436,0.567047,-0.676821
-0.283016,-0.366506,-0.886327
-0.897373,0.125736,-0.422981
-0.020412,0.953389,-0.301054
0.099205,-0.350817,-0.931174
0.245912,-0.372275,-0.894952
0.418811,0.814490,-0.401500
0.626322,0.218556,-0.748301
0.173884,0.978971,-0.106679
0.645089,0.645758,-0.408481
-0.116955,0.376564,-0.918978
0.010289,0.786035,-0.618097
0.337667,-0.582040,-0.739737
0.314712,0.025519,-0.948844
0.511152,-0.307683,-0.802530
0.557973,0.367330,-0.744134
0.026113,0.072110,-0.997055
-0.279120,-0.880384,-0.383427
-0.196647,0.124770,-0.972503
-0.742317,-0.294046,-0.602082
0.407137,-0.248356,-0.878953
-0.614600,-0.529223,-0.584970
-0.704832,0.146217,-0.694141
-0.023098,-0.463787,-0.885646
-0.050689,-0.074957,-0.995898
0.717232,0.194688,-0.669085
-0.797194,-0.382172,-0.467361
0.102697,0.596931,-0.795692
0.370365,0.037618,-0.928124
0.545769,-0.812666,-0.204233
-0.119938,-0.407208,-0.905426
0.229198,0.494512,-0.838407
-0.606751,0.386566,-0.694565
-0.006796,-0.006586,-0.999955
0.139473,0.259036,-0.955745
0.111123,-0.017682,-0.993649
-0.474478,0.115659,-0.872636
-0.291966,-0.007512,-0.956399
0.395499,0.284184,-0.873396
-0.508007,0.561230,-0.653414
0.222083,-0.096398,-0.970251
-0.753757,0.111494,-0.647626
0.143712,-0.209838,-0.967117
0.363525,-0.454175,-0.813372
-0.116779,-0.595071,-0.795144
-0.021424,-0.965604,-0.259134
-0.328244,0.899300,-0.288992
-0.333203,-0.043868,-0.941834
-0.363340,-0.893325,-0.264491
0.469777,-0.304531,-0.828595
0.553676,-0.731217,-0.398453
-0.101449,0.068414,-0.992486
-0.732918,0.342701,-0.587697
-0.217358,0.512420,-0.830771
-0.187650,-0.022489,-0.981979
0.815537,-0.334745,-0.472065
-0.678289,-0.384499,-0.626166
-0.152455,-0.239592,-0.958829
-0.409605,-0.892988,-0.186537
0.030466,0.043420,-0.998592
0.106018,0.205976,-0.972797
0.484064,0.210828,-0.849255
0.002882,0.007758,-0.999966
0.617723,-0.596566,-0.512375
0.911557,-0.370679,-0.177936
0.330476,-0.850667,-0.408842
-0.320362,-0.251789,-0.913220
0.139997,0.061280,-0.988254
0.105667,-0.314097,-0.943492
0.413150,0.349807,-0.840798
0.399879,-0.572415,-0.715848
0.408684,0.115717,-0.905311
-0.637970,0.703781,-0.312550
-0.307855,-0.099684,-0.946197
-0.065313,0.456456,-0.887346
0.419216,-0.016824,-0.907731
0.055596,0.454176,-0.889176
-0.610243,-0.163238,-0.775214
0.066364,-0.386499,-0.919899
0.055204,0.686294,-0.725226
0.108738,0.115715,-0.987313
0.155761,-0.581857,-0.798236
-0.160518,-0.393169,-0.905346
0.228934,0.420799,-0.877791
-0.534694,0.752669,-0.384178
0.047867,0.725250,-0.686819
0.038602,-0.403751,-0.914054
-0.522243,0.611697,-0.594212
-0.127966,-0.485569,-0.864782
-0.620911,-0.284910,-0.730271
-0.333912,0.321233,-0.886178
-0.258330,-0.392778,-0.882605
0.498501,0.477383,-0.723604
0.724123,-0.673701,-0.147557
0.288149,0.497632,-0.818127
-0.169576,0.548879,-0.818520
0.915522,-0.292056,-0.276629
0.050248,-0.036226,-0.998080
0.038076,0.037342,-0.998577
